context_id,instance_id,step_index,recommended_tier,applied_tier,previous_tier,transition,sticky_override,benchmark,scenario,quality_threshold,target_tier,target_tier_id,first_pass_sufficient,applied_call_cost,always_high_cost,theoretical_savings_vs_always_high,oracle_only
mtrag_13a398b30067d58d179fa8cbc2592449_turn_3_step_1,13a398b30067d58d179fa8cbc2592449_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00024070000000000002,0.0108204,0.010579700000000001,True
mtrag_13a398b30067d58d179fa8cbc2592449_turn_6_step_1,13a398b30067d58d179fa8cbc2592449_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00033160000000000004,0.0137292,0.0133976,True
mtrag_1be66272113492407e814eaf21a761d4_turn_6_step_1,1be66272113492407e814eaf21a761d4_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00030250000000000003,0.012798,0.0124955,True
mtrag_1c041ce47a81941c26899fdf08bde961_turn_5_step_1,1c041ce47a81941c26899fdf08bde961_turn_5,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00026490000000000004,0.011594799999999999,0.011329899999999999,True
mtrag_1c74814752c3f9d4ed0b99c16e1ed192_turn_4_step_1,1c74814752c3f9d4ed0b99c16e1ed192_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00026120000000000006,0.011476400000000001,0.011215200000000002,True
mtrag_1c74814752c3f9d4ed0b99c16e1ed192_turn_5_step_1,1c74814752c3f9d4ed0b99c16e1ed192_turn_5,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002841000000000001,0.0122092,0.0119251,True
mtrag_1c74814752c3f9d4ed0b99c16e1ed192_turn_6_step_1,1c74814752c3f9d4ed0b99c16e1ed192_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00027020000000000006,0.011764400000000001,0.011494200000000001,True
mtrag_1c74814752c3f9d4ed0b99c16e1ed192_turn_9_step_1,1c74814752c3f9d4ed0b99c16e1ed192_turn_9,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00042990000000000004,0.016874800000000002,0.016444900000000002,True
mtrag_1dcbbeb35d4d25ba1ffb787a9f2080e2_turn_2_step_1,1dcbbeb35d4d25ba1ffb787a9f2080e2_turn_2,1,mid,mid,,start,False,mtrag,rag_multiturn,0.8,mid,1,True,0.00092,0.010605999999999999,0.009685999999999998,True
mtrag_20c2cbd18c16c12c9c2bbead6aef1a21_turn_1_step_1,20c2cbd18c16c12c9c2bbead6aef1a21_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002297,0.0104684,0.0102387,True
mtrag_20c2cbd18c16c12c9c2bbead6aef1a21_turn_4_step_1,20c2cbd18c16c12c9c2bbead6aef1a21_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0001985,0.00947,0.009271499999999998,True
mtrag_20c2cbd18c16c12c9c2bbead6aef1a21_turn_6_step_1,20c2cbd18c16c12c9c2bbead6aef1a21_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002421,0.0108652,0.0106231,True
mtrag_20c2cbd18c16c12c9c2bbead6aef1a21_turn_7_step_1,20c2cbd18c16c12c9c2bbead6aef1a21_turn_7,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.000299,0.012686,0.012386999999999999,True
mtrag_251e29286cef45d899d7889e94ae25d5_turn_1_step_1,251e29286cef45d899d7889e94ae25d5_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00017010000000000001,0.0085612,0.0083911,True
mtrag_251e29286cef45d899d7889e94ae25d5_turn_2_step_1,251e29286cef45d899d7889e94ae25d5_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00028030000000000004,0.0120876,0.0118073,True
mtrag_251e29286cef45d899d7889e94ae25d5_turn_3_step_1,251e29286cef45d899d7889e94ae25d5_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002885,0.01235,0.0120615,True
mtrag_251e29286cef45d899d7889e94ae25d5_turn_5_step_1,251e29286cef45d899d7889e94ae25d5_turn_5,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.000282,0.012142,0.01186,True
mtrag_258193fc88e0e73322e288aa03719260_turn_3_step_1,258193fc88e0e73322e288aa03719260_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00026560000000000006,0.011617200000000001,0.011351600000000002,True
mtrag_258193fc88e0e73322e288aa03719260_turn_6_step_1,258193fc88e0e73322e288aa03719260_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002931,0.0124972,0.0122041,True
mtrag_258193fc88e0e73322e288aa03719260_turn_8_step_1,258193fc88e0e73322e288aa03719260_turn_8,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0003663,0.0148396,0.0144733,True
mtrag_29e3ec96a6e8916a0326ebcdab78abae_turn_2_step_1,29e3ec96a6e8916a0326ebcdab78abae_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0001802,0.008884399999999999,0.008704199999999999,True
mtrag_29e3ec96a6e8916a0326ebcdab78abae_turn_8_step_1,29e3ec96a6e8916a0326ebcdab78abae_turn_8,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002872000000000001,0.0123084,0.012021200000000001,True
mtrag_2b34f5e7861ca9b1b3eab65ad6d6b4b0_turn_4_step_1,2b34f5e7861ca9b1b3eab65ad6d6b4b0_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002153,0.0100076,0.0097923,True
mtrag_2cc753bcef23767c18aedad06c4405c4_turn_1_step_1,2cc753bcef23767c18aedad06c4405c4_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00017230000000000001,0.0086316,0.0084593,True
mtrag_2cc753bcef23767c18aedad06c4405c4_turn_4_step_1,2cc753bcef23767c18aedad06c4405c4_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00031560000000000003,0.0132172,0.012901600000000001,True
mtrag_2cc753bcef23767c18aedad06c4405c4_turn_6_step_1,2cc753bcef23767c18aedad06c4405c4_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0003556,0.0144972,0.0141416,True
mtrag_2cc753bcef23767c18aedad06c4405c4_turn_7_step_1,2cc753bcef23767c18aedad06c4405c4_turn_7,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00026530000000000005,0.0116076,0.0113423,True
mtrag_2cc753bcef23767c18aedad06c4405c4_turn_9_step_1,2cc753bcef23767c18aedad06c4405c4_turn_9,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00032410000000000007,0.0134892,0.013165099999999999,True
mtrag_2f013337236ea4635ad106813275dab7_turn_8_step_1,2f013337236ea4635ad106813275dab7_turn_8,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00037210000000000005,0.0150252,0.0146531,True
mtrag_2f94b6fb4c6f941decd0609eb126610b_turn_2_step_1,2f94b6fb4c6f941decd0609eb126610b_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00020969999999999997,0.0098284,0.009618699999999999,True
mtrag_2f94b6fb4c6f941decd0609eb126610b_turn_3_step_1,2f94b6fb4c6f941decd0609eb126610b_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00026020000000000004,0.0114444,0.0111842,True
mtrag_34ac6bedd4b35167cc59e289893e206a_turn_9_step_1,34ac6bedd4b35167cc59e289893e206a_turn_9,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00040610000000000006,0.0161132,0.0157071,True
mtrag_35e6be0f2049527ae17cf77169cc4f70_turn_4_step_1,35e6be0f2049527ae17cf77169cc4f70_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00028970000000000005,0.0123884,0.0120987,True
mtrag_3a07680acfb0f951fc3210a8c1a282c9_turn_7_step_1,3a07680acfb0f951fc3210a8c1a282c9_turn_7,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002888,0.0123596,0.0120708,True
mtrag_3f5fa378239f7475baac89fa40288aaa_turn_1_step_1,3f5fa378239f7475baac89fa40288aaa_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.000219,0.010126,0.009907,True
mtrag_3f5fa378239f7475baac89fa40288aaa_turn_3_step_1,3f5fa378239f7475baac89fa40288aaa_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0001911,0.0092332,0.0090421,True
mtrag_41a4006bfa6841516188c1695ebaf16c_turn_1_step_1,41a4006bfa6841516188c1695ebaf16c_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00014869999999999998,0.007876399999999999,0.007727699999999999,True
mtrag_41a4006bfa6841516188c1695ebaf16c_turn_4_step_1,41a4006bfa6841516188c1695ebaf16c_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0001467,0.007812399999999999,0.007665699999999999,True
mtrag_41a4006bfa6841516188c1695ebaf16c_turn_6_step_1,41a4006bfa6841516188c1695ebaf16c_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00018310000000000003,0.008977200000000001,0.008794100000000001,True
mtrag_41a4006bfa6841516188c1695ebaf16c_turn_7_step_1,41a4006bfa6841516188c1695ebaf16c_turn_7,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00024170000000000002,0.010852400000000002,0.010610700000000002,True
mtrag_4751cd8210b4adb8bce5cbc3fe913096_turn_1_step_1,4751cd8210b4adb8bce5cbc3fe913096_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0001785,0.00883,0.0086515,True
mtrag_4751cd8210b4adb8bce5cbc3fe913096_turn_3_step_1,4751cd8210b4adb8bce5cbc3fe913096_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00018140000000000002,0.008922799999999998,0.008741399999999998,True
mtrag_4751cd8210b4adb8bce5cbc3fe913096_turn_6_step_1,4751cd8210b4adb8bce5cbc3fe913096_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00033380000000000004,0.0137996,0.0134658,True
mtrag_4751cd8210b4adb8bce5cbc3fe913096_turn_7_step_1,4751cd8210b4adb8bce5cbc3fe913096_turn_7,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00025590000000000004,0.011306799999999999,0.011050899999999999,True
mtrag_47b2471404382af6e973013ab1cf96b9_turn_1_step_1,47b2471404382af6e973013ab1cf96b9_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002095,0.009822,0.0096125,True
mtrag_47b2471404382af6e973013ab1cf96b9_turn_9_step_1,47b2471404382af6e973013ab1cf96b9_turn_9,1,mid_high,mid_high,,start,False,mtrag,rag_multiturn,0.8,mid_high,2,True,0.0051886,0.0161292,0.0109406,True
mtrag_4a8369b7403e54df94d7fa495a4eff27_turn_2_step_1,4a8369b7403e54df94d7fa495a4eff27_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002334,0.010586799999999999,0.010353399999999999,True
mtrag_4a8369b7403e54df94d7fa495a4eff27_turn_5_step_1,4a8369b7403e54df94d7fa495a4eff27_turn_5,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00038250000000000003,0.015358,0.0149755,True
mtrag_4c86c8740c3d49e06b7aca9d308119fa_turn_1_step_1,4c86c8740c3d49e06b7aca9d308119fa_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002282,0.0104204,0.0101922,True
mtrag_4c86c8740c3d49e06b7aca9d308119fa_turn_3_step_1,4c86c8740c3d49e06b7aca9d308119fa_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00025610000000000005,0.0113132,0.0110571,True
mtrag_4da5a7f42f3b2dc4d875dcfa2fcdefef_turn_5_step_1,4da5a7f42f3b2dc4d875dcfa2fcdefef_turn_5,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00024490000000000004,0.010954799999999999,0.0107099,True
mtrag_5503c6e98c54d4901332d0f1c6030bd9_turn_3_step_1,5503c6e98c54d4901332d0f1c6030bd9_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0003467000000000001,0.014212400000000002,0.013865700000000002,True
mtrag_5503c6e98c54d4901332d0f1c6030bd9_turn_4_step_1,5503c6e98c54d4901332d0f1c6030bd9_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002062,0.0097164,0.0095102,True
mtrag_5503c6e98c54d4901332d0f1c6030bd9_turn_6_step_1,5503c6e98c54d4901332d0f1c6030bd9_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00036970000000000004,0.014948399999999999,0.014578699999999998,True
mtrag_5600fe1c05a1fc415416d9dee6347000_turn_1_step_1,5600fe1c05a1fc415416d9dee6347000_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002764,0.011962799999999999,0.0116864,True
mtrag_5600fe1c05a1fc415416d9dee6347000_turn_2_step_1,5600fe1c05a1fc415416d9dee6347000_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0001754,0.008730799999999999,0.0085554,True
mtrag_5600fe1c05a1fc415416d9dee6347000_turn_5_step_1,5600fe1c05a1fc415416d9dee6347000_turn_5,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0006239,0.0230828,0.0224589,True
mtrag_5600fe1c05a1fc415416d9dee6347000_turn_6_step_1,5600fe1c05a1fc415416d9dee6347000_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0003087000000000001,0.012996400000000002,0.012687700000000001,True
mtrag_5815bb4a99e2a0d8a986348da4c49083_turn_1_step_1,5815bb4a99e2a0d8a986348da4c49083_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002182,0.010100399999999999,0.009882199999999999,True
mtrag_5815bb4a99e2a0d8a986348da4c49083_turn_2_step_1,5815bb4a99e2a0d8a986348da4c49083_turn_2,1,high,high,,start,False,mtrag,rag_multiturn,0.8,high,3,True,0.008948399999999999,0.008948399999999999,0.0,True
mtrag_5815bb4a99e2a0d8a986348da4c49083_turn_3_step_1,5815bb4a99e2a0d8a986348da4c49083_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0003554,0.014490799999999998,0.014135399999999998,True
mtrag_5815bb4a99e2a0d8a986348da4c49083_turn_4_step_1,5815bb4a99e2a0d8a986348da4c49083_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0003767,0.015172399999999999,0.014795699999999998,True
mtrag_5815bb4a99e2a0d8a986348da4c49083_turn_6_step_1,5815bb4a99e2a0d8a986348da4c49083_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00039600000000000003,0.01579,0.015393999999999998,True
mtrag_5815bb4a99e2a0d8a986348da4c49083_turn_8_step_1,5815bb4a99e2a0d8a986348da4c49083_turn_8,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0003394,0.0139788,0.0136394,True
mtrag_5b2404d71f9ff7edabddb3b1a8b329e7_turn_7_step_1,5b2404d71f9ff7edabddb3b1a8b329e7_turn_7,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0003287000000000001,0.013636400000000002,0.013307700000000002,True
mtrag_5b9edac124aea30a2256705d27226d7f_turn_3_step_1,5b9edac124aea30a2256705d27226d7f_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00025800000000000004,0.011374,0.011116000000000001,True
mtrag_5c13daa9432149f6243aa1115629cd1a_turn_1_step_1,5c13daa9432149f6243aa1115629cd1a_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0001709,0.008586799999999999,0.008415899999999999,True
mtrag_5c13daa9432149f6243aa1115629cd1a_turn_2_step_1,5c13daa9432149f6243aa1115629cd1a_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0001818,0.0089356,0.0087538,True
mtrag_5c13daa9432149f6243aa1115629cd1a_turn_4_step_1,5c13daa9432149f6243aa1115629cd1a_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002355,0.010654,0.0104185,True
mtrag_5e79e465134d923edf68580733a81c68_turn_2_step_1,5e79e465134d923edf68580733a81c68_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00023030000000000001,0.0104876,0.0102573,True
mtrag_5e79e465134d923edf68580733a81c68_turn_3_step_1,5e79e465134d923edf68580733a81c68_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.000234,0.010605999999999999,0.010372,True
mtrag_5e79e465134d923edf68580733a81c68_turn_4_step_1,5e79e465134d923edf68580733a81c68_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00029630000000000005,0.0125996,0.012303300000000001,True
mtrag_5f9ccf0a4ff691fc482432af64cc3c9d_turn_5_step_1,5f9ccf0a4ff691fc482432af64cc3c9d_turn_5,1,mid,mid,,start,False,mtrag,rag_multiturn,0.8,mid,1,True,0.0014639000000000002,0.0155788,0.0141149,True
mtrag_61374b240d5742f957706d00f9ed0dd6_turn_2_step_1,61374b240d5742f957706d00f9ed0dd6_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002479,0.0110508,0.010802899999999999,True
mtrag_61374b240d5742f957706d00f9ed0dd6_turn_7_step_1,61374b240d5742f957706d00f9ed0dd6_turn_7,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002642,0.011572400000000002,0.011308200000000001,True
mtrag_62a5aee8a497bee6fc467df13bf23cfc_turn_4_step_1,62a5aee8a497bee6fc467df13bf23cfc_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00026510000000000005,0.0116012,0.0113361,True
mtrag_6495c82abb6bef2d8efd06020cde3adf_turn_2_step_1,6495c82abb6bef2d8efd06020cde3adf_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00032170000000000007,0.013412400000000001,0.013090700000000002,True
mtrag_6528deeee4180c1b2b770a2929482e82_turn_3_step_1,6528deeee4180c1b2b770a2929482e82_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00022419999999999997,0.010292399999999998,0.010068199999999998,True
mtrag_674aa142d92a6b4262de254df0c3f7b2_turn_2_step_1,674aa142d92a6b4262de254df0c3f7b2_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00028070000000000005,0.0121004,0.0118197,True
mtrag_674aa142d92a6b4262de254df0c3f7b2_turn_3_step_1,674aa142d92a6b4262de254df0c3f7b2_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002297,0.0104684,0.0102387,True
mtrag_6a738cc02c5aa0b74319acd0e8a809dd_turn_8_step_1,6a738cc02c5aa0b74319acd0e8a809dd_turn_8,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002457,0.010980400000000001,0.010734700000000002,True
mtrag_6af5334fbd010b919d7fa174823abd12_turn_2_step_1,6af5334fbd010b919d7fa174823abd12_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00026520000000000005,0.0116044,0.0113392,True
mtrag_717ca9138f07b4621887812f47499d74_turn_2_step_1,717ca9138f07b4621887812f47499d74_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00020060000000000002,0.009537200000000001,0.0093366,True
mtrag_717ca9138f07b4621887812f47499d74_turn_3_step_1,717ca9138f07b4621887812f47499d74_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00019860000000000003,0.009473200000000001,0.009274600000000001,True
mtrag_717ca9138f07b4621887812f47499d74_turn_8_step_1,717ca9138f07b4621887812f47499d74_turn_8,1,mid,mid,,start,False,mtrag,rag_multiturn,0.8,mid,1,True,0.00116885,0.0128812,0.01171235,True
mtrag_72ba19c38518da1fc894fc638a2802f7_turn_4_step_1,72ba19c38518da1fc894fc638a2802f7_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00031200000000000005,0.013101999999999999,0.01279,True
mtrag_72ba19c38518da1fc894fc638a2802f7_turn_6_step_1,72ba19c38518da1fc894fc638a2802f7_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00038350000000000005,0.01539,0.015006499999999999,True
mtrag_747a810abfd6da4a9c37cdb74feec95e_turn_1_step_1,747a810abfd6da4a9c37cdb74feec95e_turn_1,1,mid,mid,,start,False,mtrag,rag_multiturn,0.8,mid,1,True,0.0009413500000000001,0.0108012,0.00985985,True
mtrag_747a810abfd6da4a9c37cdb74feec95e_turn_2_step_1,747a810abfd6da4a9c37cdb74feec95e_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00028980000000000005,0.0123916,0.0121018,True
mtrag_747a810abfd6da4a9c37cdb74feec95e_turn_7_step_1,747a810abfd6da4a9c37cdb74feec95e_turn_7,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00037450000000000005,0.015101999999999999,0.0147275,True
mtrag_79f0d0539d9ec0acbf90cb3388b30c17_turn_1_step_1,79f0d0539d9ec0acbf90cb3388b30c17_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0001528,0.0080076,0.0078548,True
mtrag_79f0d0539d9ec0acbf90cb3388b30c17_turn_5_step_1,79f0d0539d9ec0acbf90cb3388b30c17_turn_5,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002639,0.011562799999999998,0.011298899999999999,True
mtrag_7cb06b3f8068674fce61a11e9777f708_turn_2_step_1,7cb06b3f8068674fce61a11e9777f708_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0001973,0.0094316,0.0092343,True
mtrag_7cb06b3f8068674fce61a11e9777f708_turn_4_step_1,7cb06b3f8068674fce61a11e9777f708_turn_4,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00029560000000000003,0.0125772,0.0122816,True
mtrag_7cb06b3f8068674fce61a11e9777f708_turn_5_step_1,7cb06b3f8068674fce61a11e9777f708_turn_5,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00033650000000000005,0.013885999999999999,0.013549499999999999,True
mtrag_7cb06b3f8068674fce61a11e9777f708_turn_7_step_1,7cb06b3f8068674fce61a11e9777f708_turn_7,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00032760000000000005,0.0136012,0.0132736,True
mtrag_8040ccdfc0a0ffb8e3f82d94f92ddb5c_turn_3_step_1,8040ccdfc0a0ffb8e3f82d94f92ddb5c_turn_3,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0001773,0.0087916,0.0086143,True
mtrag_81afaf82a0d9a5fad6eaa196f8d9641c_turn_8_step_1,81afaf82a0d9a5fad6eaa196f8d9641c_turn_8,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0004604000000000001,0.017850800000000003,0.017390400000000004,True
mtrag_91204c45fc829e328f9a3643d9dd4c2b_turn_1_step_1,91204c45fc829e328f9a3643d9dd4c2b_turn_1,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.000176,0.008749999999999999,0.008573999999999998,True
mtrag_91204c45fc829e328f9a3643d9dd4c2b_turn_2_step_1,91204c45fc829e328f9a3643d9dd4c2b_turn_2,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00018119999999999999,0.0089164,0.0087352,True
mtrag_91204c45fc829e328f9a3643d9dd4c2b_turn_6_step_1,91204c45fc829e328f9a3643d9dd4c2b_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00019240000000000001,0.0092748,0.0090824,True
mtrag_91204c45fc829e328f9a3643d9dd4c2b_turn_8_step_1,91204c45fc829e328f9a3643d9dd4c2b_turn_8,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.0002195,0.010142,0.0099225,True
mtrag_91715ec6ec7e9a11925e58e707b6626e_turn_6_step_1,91715ec6ec7e9a11925e58e707b6626e_turn_6,1,low,low,,start,False,mtrag,rag_multiturn,0.8,low,0,True,0.00029420000000000005,0.0125324,0.012238200000000001,True
