context_id,benchmark,scenario,instance_id,step_index,total_steps,leakage_group_id,task_signature,near_duplicate_simhash,split,cv_fold,lobo_holdout_benchmark,analysis_scope,label_confidence,random_seed
swebench_django__django-11133_step_4,swebench,code_swe,django__django-11133,4,8,lg_77158b3679d0ad7a,85709a63c92fd6a717e8bbaebf150d8b8bb12f96624d9a9a4c7c80ecddd7e289,a2f5f9a31a74bff6,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11133_step_5,swebench,code_swe,django__django-11133,5,8,lg_77158b3679d0ad7a,85709a63c92fd6a717e8bbaebf150d8b8bb12f96624d9a9a4c7c80ecddd7e289,a2f5f9a31a74bff6,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11133_step_6,swebench,code_swe,django__django-11133,6,8,lg_77158b3679d0ad7a,85709a63c92fd6a717e8bbaebf150d8b8bb12f96624d9a9a4c7c80ecddd7e289,a2f5f9a31a74bff6,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11133_step_7,swebench,code_swe,django__django-11133,7,8,lg_77158b3679d0ad7a,85709a63c92fd6a717e8bbaebf150d8b8bb12f96624d9a9a4c7c80ecddd7e289,a2f5f9a31a74bff6,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11133_step_8,swebench,code_swe,django__django-11133,8,8,lg_77158b3679d0ad7a,85709a63c92fd6a717e8bbaebf150d8b8bb12f96624d9a9a4c7c80ecddd7e289,a2f5f9a31a74bff6,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11999_step_1,swebench,code_swe,django__django-11999,1,11,lg_cad6cf9377c8fa38,795d0adb7ef1ec387d4ba428c2cc53e34dc3c63fd2e40899a613065e5c35c05e,fb79e9dcda358774,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11999_step_2,swebench,code_swe,django__django-11999,2,11,lg_cad6cf9377c8fa38,795d0adb7ef1ec387d4ba428c2cc53e34dc3c63fd2e40899a613065e5c35c05e,fb79e9dcda358774,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11999_step_3,swebench,code_swe,django__django-11999,3,11,lg_cad6cf9377c8fa38,795d0adb7ef1ec387d4ba428c2cc53e34dc3c63fd2e40899a613065e5c35c05e,fb79e9dcda358774,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11999_step_4,swebench,code_swe,django__django-11999,4,11,lg_cad6cf9377c8fa38,795d0adb7ef1ec387d4ba428c2cc53e34dc3c63fd2e40899a613065e5c35c05e,fb79e9dcda358774,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11999_step_5,swebench,code_swe,django__django-11999,5,11,lg_cad6cf9377c8fa38,795d0adb7ef1ec387d4ba428c2cc53e34dc3c63fd2e40899a613065e5c35c05e,fb79e9dcda358774,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11999_step_6,swebench,code_swe,django__django-11999,6,11,lg_cad6cf9377c8fa38,795d0adb7ef1ec387d4ba428c2cc53e34dc3c63fd2e40899a613065e5c35c05e,fb79e9dcda358774,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11999_step_7,swebench,code_swe,django__django-11999,7,11,lg_cad6cf9377c8fa38,795d0adb7ef1ec387d4ba428c2cc53e34dc3c63fd2e40899a613065e5c35c05e,fb79e9dcda358774,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11999_step_8,swebench,code_swe,django__django-11999,8,11,lg_cad6cf9377c8fa38,795d0adb7ef1ec387d4ba428c2cc53e34dc3c63fd2e40899a613065e5c35c05e,fb79e9dcda358774,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11999_step_9,swebench,code_swe,django__django-11999,9,11,lg_cad6cf9377c8fa38,795d0adb7ef1ec387d4ba428c2cc53e34dc3c63fd2e40899a613065e5c35c05e,fb79e9dcda358774,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11999_step_10,swebench,code_swe,django__django-11999,10,11,lg_cad6cf9377c8fa38,795d0adb7ef1ec387d4ba428c2cc53e34dc3c63fd2e40899a613065e5c35c05e,fb79e9dcda358774,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11999_step_11,swebench,code_swe,django__django-11999,11,11,lg_cad6cf9377c8fa38,795d0adb7ef1ec387d4ba428c2cc53e34dc3c63fd2e40899a613065e5c35c05e,fb79e9dcda358774,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-10914_step_1,swebench,code_swe,django__django-10914,1,8,lg_b117be26241cbe45,f5de4cfd06fc17210e760b613de9ef6f77ac8f0b19cf15d5b1e9cbc9d7a659d1,f815eededff93dd6,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-10914_step_2,swebench,code_swe,django__django-10914,2,8,lg_b117be26241cbe45,f5de4cfd06fc17210e760b613de9ef6f77ac8f0b19cf15d5b1e9cbc9d7a659d1,f815eededff93dd6,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-10914_step_3,swebench,code_swe,django__django-10914,3,8,lg_b117be26241cbe45,f5de4cfd06fc17210e760b613de9ef6f77ac8f0b19cf15d5b1e9cbc9d7a659d1,f815eededff93dd6,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-10914_step_4,swebench,code_swe,django__django-10914,4,8,lg_b117be26241cbe45,f5de4cfd06fc17210e760b613de9ef6f77ac8f0b19cf15d5b1e9cbc9d7a659d1,f815eededff93dd6,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-10914_step_5,swebench,code_swe,django__django-10914,5,8,lg_b117be26241cbe45,f5de4cfd06fc17210e760b613de9ef6f77ac8f0b19cf15d5b1e9cbc9d7a659d1,f815eededff93dd6,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-10914_step_6,swebench,code_swe,django__django-10914,6,8,lg_b117be26241cbe45,f5de4cfd06fc17210e760b613de9ef6f77ac8f0b19cf15d5b1e9cbc9d7a659d1,f815eededff93dd6,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-10914_step_7,swebench,code_swe,django__django-10914,7,8,lg_b117be26241cbe45,f5de4cfd06fc17210e760b613de9ef6f77ac8f0b19cf15d5b1e9cbc9d7a659d1,f815eededff93dd6,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-10914_step_8,swebench,code_swe,django__django-10914,8,8,lg_b117be26241cbe45,f5de4cfd06fc17210e760b613de9ef6f77ac8f0b19cf15d5b1e9cbc9d7a659d1,f815eededff93dd6,train,1,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11099_step_1,swebench,code_swe,django__django-11099,1,7,lg_6c5e8c8ef185d112,adaebf8065247c254d582340a95130b2f0ef9aa959c0195070c6225f053b45ac,ab87bdc5ce1e50a1,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11099_step_2,swebench,code_swe,django__django-11099,2,7,lg_6c5e8c8ef185d112,adaebf8065247c254d582340a95130b2f0ef9aa959c0195070c6225f053b45ac,ab87bdc5ce1e50a1,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11099_step_3,swebench,code_swe,django__django-11099,3,7,lg_6c5e8c8ef185d112,adaebf8065247c254d582340a95130b2f0ef9aa959c0195070c6225f053b45ac,ab87bdc5ce1e50a1,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11099_step_4,swebench,code_swe,django__django-11099,4,7,lg_6c5e8c8ef185d112,adaebf8065247c254d582340a95130b2f0ef9aa959c0195070c6225f053b45ac,ab87bdc5ce1e50a1,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11099_step_5,swebench,code_swe,django__django-11099,5,7,lg_6c5e8c8ef185d112,adaebf8065247c254d582340a95130b2f0ef9aa959c0195070c6225f053b45ac,ab87bdc5ce1e50a1,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11099_step_6,swebench,code_swe,django__django-11099,6,7,lg_6c5e8c8ef185d112,adaebf8065247c254d582340a95130b2f0ef9aa959c0195070c6225f053b45ac,ab87bdc5ce1e50a1,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11099_step_7,swebench,code_swe,django__django-11099,7,7,lg_6c5e8c8ef185d112,adaebf8065247c254d582340a95130b2f0ef9aa959c0195070c6225f053b45ac,ab87bdc5ce1e50a1,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11119_step_1,swebench,code_swe,django__django-11119,1,9,lg_bf881f23139de725,77b7b28f41ae877e104f7a6b7e1f3e98f1956eb7831985af7d455b108d948954,ad2482c17b3e7f7f,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11119_step_2,swebench,code_swe,django__django-11119,2,9,lg_bf881f23139de725,77b7b28f41ae877e104f7a6b7e1f3e98f1956eb7831985af7d455b108d948954,ad2482c17b3e7f7f,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11119_step_3,swebench,code_swe,django__django-11119,3,9,lg_bf881f23139de725,77b7b28f41ae877e104f7a6b7e1f3e98f1956eb7831985af7d455b108d948954,ad2482c17b3e7f7f,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11119_step_4,swebench,code_swe,django__django-11119,4,9,lg_bf881f23139de725,77b7b28f41ae877e104f7a6b7e1f3e98f1956eb7831985af7d455b108d948954,ad2482c17b3e7f7f,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11119_step_5,swebench,code_swe,django__django-11119,5,9,lg_bf881f23139de725,77b7b28f41ae877e104f7a6b7e1f3e98f1956eb7831985af7d455b108d948954,ad2482c17b3e7f7f,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11119_step_6,swebench,code_swe,django__django-11119,6,9,lg_bf881f23139de725,77b7b28f41ae877e104f7a6b7e1f3e98f1956eb7831985af7d455b108d948954,ad2482c17b3e7f7f,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11119_step_7,swebench,code_swe,django__django-11119,7,9,lg_bf881f23139de725,77b7b28f41ae877e104f7a6b7e1f3e98f1956eb7831985af7d455b108d948954,ad2482c17b3e7f7f,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11119_step_8,swebench,code_swe,django__django-11119,8,9,lg_bf881f23139de725,77b7b28f41ae877e104f7a6b7e1f3e98f1956eb7831985af7d455b108d948954,ad2482c17b3e7f7f,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-11119_step_9,swebench,code_swe,django__django-11119,9,9,lg_bf881f23139de725,77b7b28f41ae877e104f7a6b7e1f3e98f1956eb7831985af7d455b108d948954,ad2482c17b3e7f7f,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12273_step_1,swebench,code_swe,django__django-12273,1,5,lg_7a302b29a49d320f,aa20213dbbf83af52963089ee28099133ab7e2387ccfe6779ed7bae23aaa7bd7,218348d33e9b85ed,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12273_step_2,swebench,code_swe,django__django-12273,2,5,lg_7a302b29a49d320f,aa20213dbbf83af52963089ee28099133ab7e2387ccfe6779ed7bae23aaa7bd7,218348d33e9b85ed,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12273_step_3,swebench,code_swe,django__django-12273,3,5,lg_7a302b29a49d320f,aa20213dbbf83af52963089ee28099133ab7e2387ccfe6779ed7bae23aaa7bd7,218348d33e9b85ed,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12273_step_4,swebench,code_swe,django__django-12273,4,5,lg_7a302b29a49d320f,aa20213dbbf83af52963089ee28099133ab7e2387ccfe6779ed7bae23aaa7bd7,218348d33e9b85ed,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12273_step_5,swebench,code_swe,django__django-12273,5,5,lg_7a302b29a49d320f,aa20213dbbf83af52963089ee28099133ab7e2387ccfe6779ed7bae23aaa7bd7,218348d33e9b85ed,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12325_step_1,swebench,code_swe,django__django-12325,1,7,lg_d0ae3e281c1de933,da67f87fee72155c1d36ca80fe61c9a9dc00d9f047c3cc935679d9de0240f9f6,bccab5d9fe2b37f5,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12325_step_2,swebench,code_swe,django__django-12325,2,7,lg_d0ae3e281c1de933,da67f87fee72155c1d36ca80fe61c9a9dc00d9f047c3cc935679d9de0240f9f6,bccab5d9fe2b37f5,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12325_step_3,swebench,code_swe,django__django-12325,3,7,lg_d0ae3e281c1de933,da67f87fee72155c1d36ca80fe61c9a9dc00d9f047c3cc935679d9de0240f9f6,bccab5d9fe2b37f5,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12325_step_4,swebench,code_swe,django__django-12325,4,7,lg_d0ae3e281c1de933,da67f87fee72155c1d36ca80fe61c9a9dc00d9f047c3cc935679d9de0240f9f6,bccab5d9fe2b37f5,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12325_step_5,swebench,code_swe,django__django-12325,5,7,lg_d0ae3e281c1de933,da67f87fee72155c1d36ca80fe61c9a9dc00d9f047c3cc935679d9de0240f9f6,bccab5d9fe2b37f5,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12325_step_6,swebench,code_swe,django__django-12325,6,7,lg_d0ae3e281c1de933,da67f87fee72155c1d36ca80fe61c9a9dc00d9f047c3cc935679d9de0240f9f6,bccab5d9fe2b37f5,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12325_step_7,swebench,code_swe,django__django-12325,7,7,lg_d0ae3e281c1de933,da67f87fee72155c1d36ca80fe61c9a9dc00d9f047c3cc935679d9de0240f9f6,bccab5d9fe2b37f5,train,2,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12262_step_1,swebench,code_swe,django__django-12262,1,7,lg_b7d3ca733b1cb07e,1ebbb0d4cda78adbdfcc69d88600c6ed28670a56059eac14ec7eb371b91a51d1,01cff3b3c353d2af,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12262_step_2,swebench,code_swe,django__django-12262,2,7,lg_b7d3ca733b1cb07e,1ebbb0d4cda78adbdfcc69d88600c6ed28670a56059eac14ec7eb371b91a51d1,01cff3b3c353d2af,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12262_step_3,swebench,code_swe,django__django-12262,3,7,lg_b7d3ca733b1cb07e,1ebbb0d4cda78adbdfcc69d88600c6ed28670a56059eac14ec7eb371b91a51d1,01cff3b3c353d2af,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12262_step_4,swebench,code_swe,django__django-12262,4,7,lg_b7d3ca733b1cb07e,1ebbb0d4cda78adbdfcc69d88600c6ed28670a56059eac14ec7eb371b91a51d1,01cff3b3c353d2af,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12262_step_5,swebench,code_swe,django__django-12262,5,7,lg_b7d3ca733b1cb07e,1ebbb0d4cda78adbdfcc69d88600c6ed28670a56059eac14ec7eb371b91a51d1,01cff3b3c353d2af,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12262_step_6,swebench,code_swe,django__django-12262,6,7,lg_b7d3ca733b1cb07e,1ebbb0d4cda78adbdfcc69d88600c6ed28670a56059eac14ec7eb371b91a51d1,01cff3b3c353d2af,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12262_step_7,swebench,code_swe,django__django-12262,7,7,lg_b7d3ca733b1cb07e,1ebbb0d4cda78adbdfcc69d88600c6ed28670a56059eac14ec7eb371b91a51d1,01cff3b3c353d2af,test,4,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12276_step_1,swebench,code_swe,django__django-12276,1,9,lg_176a992b0dbbba25,30c9a983cc8f1f0eaf05717537976faacb650f0bb3d3a00aaf16eae4f48f6d52,39fffebb1e23f77f,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12276_step_2,swebench,code_swe,django__django-12276,2,9,lg_176a992b0dbbba25,30c9a983cc8f1f0eaf05717537976faacb650f0bb3d3a00aaf16eae4f48f6d52,39fffebb1e23f77f,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12276_step_3,swebench,code_swe,django__django-12276,3,9,lg_176a992b0dbbba25,30c9a983cc8f1f0eaf05717537976faacb650f0bb3d3a00aaf16eae4f48f6d52,39fffebb1e23f77f,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12276_step_4,swebench,code_swe,django__django-12276,4,9,lg_176a992b0dbbba25,30c9a983cc8f1f0eaf05717537976faacb650f0bb3d3a00aaf16eae4f48f6d52,39fffebb1e23f77f,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12276_step_5,swebench,code_swe,django__django-12276,5,9,lg_176a992b0dbbba25,30c9a983cc8f1f0eaf05717537976faacb650f0bb3d3a00aaf16eae4f48f6d52,39fffebb1e23f77f,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12276_step_6,swebench,code_swe,django__django-12276,6,9,lg_176a992b0dbbba25,30c9a983cc8f1f0eaf05717537976faacb650f0bb3d3a00aaf16eae4f48f6d52,39fffebb1e23f77f,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12276_step_7,swebench,code_swe,django__django-12276,7,9,lg_176a992b0dbbba25,30c9a983cc8f1f0eaf05717537976faacb650f0bb3d3a00aaf16eae4f48f6d52,39fffebb1e23f77f,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12276_step_8,swebench,code_swe,django__django-12276,8,9,lg_176a992b0dbbba25,30c9a983cc8f1f0eaf05717537976faacb650f0bb3d3a00aaf16eae4f48f6d52,39fffebb1e23f77f,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_django__django-12276_step_9,swebench,code_swe,django__django-12276,9,9,lg_176a992b0dbbba25,30c9a983cc8f1f0eaf05717537976faacb650f0bb3d3a00aaf16eae4f48f6d52,39fffebb1e23f77f,validation,0,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-11618_step_1,swebench,code_swe,sympy__sympy-11618,1,11,lg_c52843bf7328daaf,2344724c1cbd90d4b6806d073483c01371dc9cd11102ed10cd17d84f6916da1b,22b3bab72fad70f3,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-11618_step_2,swebench,code_swe,sympy__sympy-11618,2,11,lg_c52843bf7328daaf,2344724c1cbd90d4b6806d073483c01371dc9cd11102ed10cd17d84f6916da1b,22b3bab72fad70f3,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-11618_step_3,swebench,code_swe,sympy__sympy-11618,3,11,lg_c52843bf7328daaf,2344724c1cbd90d4b6806d073483c01371dc9cd11102ed10cd17d84f6916da1b,22b3bab72fad70f3,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-11618_step_4,swebench,code_swe,sympy__sympy-11618,4,11,lg_c52843bf7328daaf,2344724c1cbd90d4b6806d073483c01371dc9cd11102ed10cd17d84f6916da1b,22b3bab72fad70f3,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-11618_step_5,swebench,code_swe,sympy__sympy-11618,5,11,lg_c52843bf7328daaf,2344724c1cbd90d4b6806d073483c01371dc9cd11102ed10cd17d84f6916da1b,22b3bab72fad70f3,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-11618_step_6,swebench,code_swe,sympy__sympy-11618,6,11,lg_c52843bf7328daaf,2344724c1cbd90d4b6806d073483c01371dc9cd11102ed10cd17d84f6916da1b,22b3bab72fad70f3,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-11618_step_7,swebench,code_swe,sympy__sympy-11618,7,11,lg_c52843bf7328daaf,2344724c1cbd90d4b6806d073483c01371dc9cd11102ed10cd17d84f6916da1b,22b3bab72fad70f3,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-11618_step_8,swebench,code_swe,sympy__sympy-11618,8,11,lg_c52843bf7328daaf,2344724c1cbd90d4b6806d073483c01371dc9cd11102ed10cd17d84f6916da1b,22b3bab72fad70f3,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-11618_step_9,swebench,code_swe,sympy__sympy-11618,9,11,lg_c52843bf7328daaf,2344724c1cbd90d4b6806d073483c01371dc9cd11102ed10cd17d84f6916da1b,22b3bab72fad70f3,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-11618_step_10,swebench,code_swe,sympy__sympy-11618,10,11,lg_c52843bf7328daaf,2344724c1cbd90d4b6806d073483c01371dc9cd11102ed10cd17d84f6916da1b,22b3bab72fad70f3,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sympy__sympy-11618_step_11,swebench,code_swe,sympy__sympy-11618,11,11,lg_c52843bf7328daaf,2344724c1cbd90d4b6806d073483c01371dc9cd11102ed10cd17d84f6916da1b,22b3bab72fad70f3,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10323_step_1,swebench,code_swe,sphinx-doc__sphinx-10323,1,10,lg_12a32445142278f3,f3aca054821626277084bd90d3aaf79f0df29097fb13d8b5d3839a718a73284b,df129fcb3ca66391,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10323_step_2,swebench,code_swe,sphinx-doc__sphinx-10323,2,10,lg_12a32445142278f3,f3aca054821626277084bd90d3aaf79f0df29097fb13d8b5d3839a718a73284b,df129fcb3ca66391,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10323_step_3,swebench,code_swe,sphinx-doc__sphinx-10323,3,10,lg_12a32445142278f3,f3aca054821626277084bd90d3aaf79f0df29097fb13d8b5d3839a718a73284b,df129fcb3ca66391,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10323_step_4,swebench,code_swe,sphinx-doc__sphinx-10323,4,10,lg_12a32445142278f3,f3aca054821626277084bd90d3aaf79f0df29097fb13d8b5d3839a718a73284b,df129fcb3ca66391,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10323_step_5,swebench,code_swe,sphinx-doc__sphinx-10323,5,10,lg_12a32445142278f3,f3aca054821626277084bd90d3aaf79f0df29097fb13d8b5d3839a718a73284b,df129fcb3ca66391,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10323_step_6,swebench,code_swe,sphinx-doc__sphinx-10323,6,10,lg_12a32445142278f3,f3aca054821626277084bd90d3aaf79f0df29097fb13d8b5d3839a718a73284b,df129fcb3ca66391,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10323_step_7,swebench,code_swe,sphinx-doc__sphinx-10323,7,10,lg_12a32445142278f3,f3aca054821626277084bd90d3aaf79f0df29097fb13d8b5d3839a718a73284b,df129fcb3ca66391,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10323_step_8,swebench,code_swe,sphinx-doc__sphinx-10323,8,10,lg_12a32445142278f3,f3aca054821626277084bd90d3aaf79f0df29097fb13d8b5d3839a718a73284b,df129fcb3ca66391,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
swebench_sphinx-doc__sphinx-10323_step_9,swebench,code_swe,sphinx-doc__sphinx-10323,9,10,lg_12a32445142278f3,f3aca054821626277084bd90d3aaf79f0df29097fb13d8b5d3839a718a73284b,df129fcb3ca66391,train,3,swebench,sensitivity_only,weak_degradation_search,20260726
