context_id,benchmark,scenario,instance_id,step_index,quality_threshold,target_tier,target_tier_id,oracle_difficulty,selected_tier,selected_model_id,predicted_sufficiency,conservative_quality,current_call_cost,expected_total_cost,always_high_cost,expected_savings_vs_always_high,fallback_tier,decision_reason,alternatives_json,oracle_only,analysis_scope
swebench_django__django-11133_step_2,swebench,code_swe,django__django-11133,2,0.8,mid_high,2,0.6666666666666666,mid_high,demo-premium,1.0,1.0,0.0036111000000000003,0.0036211000000000004,0.0115692,0.0079481,high,selected the lowest expected-total-cost tier among 2 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.0002541,""eligible"":false,""expected_total_cost"":0.02132945,""model_id"":""demo-economy"",""predicted_sufficiency"":0.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.00101535,""eligible"":false,""expected_total_cost"":0.02471645,""model_id"":""demo-value"",""predicted_sufficiency"":0.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0036111000000000003,""eligible"":true,""expected_total_cost"":0.0036211000000000004,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0115592,""eligible"":true,""expected_total_cost"":0.0115692,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,sensitivity_only
swebench_django__django-11133_step_3,swebench,code_swe,django__django-11133,3,0.8,high,3,1.0,high,demo-frontier,1.0,1.0,0.014599200000000001,0.014609200000000001,0.014609200000000001,0.0,,selected the lowest expected-total-cost tier among 1 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.00034910000000000003,""eligible"":false,""expected_total_cost"":0.02175695,""model_id"":""demo-economy"",""predicted_sufficiency"":0.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.0013478499999999998,""eligible"":false,""expected_total_cost"":0.02609395,""model_id"":""demo-value"",""predicted_sufficiency"":0.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.004656100000000001,""eligible"":false,""expected_total_cost"":0.039385300000000005,""model_id"":""demo-premium"",""predicted_sufficiency"":0.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.014599200000000001,""eligible"":true,""expected_total_cost"":0.014609200000000001,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,sensitivity_only
swebench_django__django-11133_step_4,swebench,code_swe,django__django-11133,4,0.8,mid,1,0.3333333333333333,mid,demo-value,1.0,1.0,0.00143955,0.00144955,0.0154476,0.013998050000000001,mid_high,selected the lowest expected-total-cost tier among 3 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.0003753,""eligible"":false,""expected_total_cost"":0.02187485,""model_id"":""demo-economy"",""predicted_sufficiency"":0.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00143955,""eligible"":true,""expected_total_cost"":0.00144955,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0049443,""eligible"":true,""expected_total_cost"":0.0049543,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.015437600000000001,""eligible"":true,""expected_total_cost"":0.0154476,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,sensitivity_only
swebench_django__django-11133_step_5,swebench,code_swe,django__django-11133,5,0.8,mid_high,2,0.6666666666666666,mid_high,demo-premium,1.0,1.0,0.005405200000000001,0.0054152,0.016788400000000002,0.011373200000000002,high,selected the lowest expected-total-cost tier among 2 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.00041720000000000006,""eligible"":false,""expected_total_cost"":0.0220634,""model_id"":""demo-economy"",""predicted_sufficiency"":0.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.0015861999999999998,""eligible"":false,""expected_total_cost"":0.0270814,""model_id"":""demo-value"",""predicted_sufficiency"":0.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.005405200000000001,""eligible"":true,""expected_total_cost"":0.0054152,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.016778400000000002,""eligible"":true,""expected_total_cost"":0.016788400000000002,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,sensitivity_only
swebench_django__django-11133_step_6,swebench,code_swe,django__django-11133,6,0.8,high,3,1.0,high,demo-frontier,1.0,1.0,0.018797599999999998,0.018807599999999997,0.018807599999999997,0.0,,selected the lowest expected-total-cost tier among 1 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.0004803,""eligible"":false,""expected_total_cost"":0.02234735,""model_id"":""demo-economy"",""predicted_sufficiency"":0.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.00180705,""eligible"":false,""expected_total_cost"":0.027996350000000003,""model_id"":""demo-value"",""predicted_sufficiency"":0.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.0060993,""eligible"":false,""expected_total_cost"":0.045026899999999995,""model_id"":""demo-premium"",""predicted_sufficiency"":0.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.018797599999999998,""eligible"":true,""expected_total_cost"":0.018807599999999997,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,sensitivity_only
swebench_django__django-11133_step_7,swebench,code_swe,django__django-11133,7,0.8,high,3,1.0,high,demo-frontier,1.0,1.0,0.020317599999999998,0.020327599999999998,0.020327599999999998,0.0,,selected the lowest expected-total-cost tier among 1 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.0005277999999999999,""eligible"":false,""expected_total_cost"":0.0225611,""model_id"":""demo-economy"",""predicted_sufficiency"":0.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.0019733,""eligible"":false,""expected_total_cost"":0.0286851,""model_id"":""demo-value"",""predicted_sufficiency"":0.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.006621800000000001,""eligible"":false,""expected_total_cost"":0.0470694,""model_id"":""demo-premium"",""predicted_sufficiency"":0.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.020317599999999998,""eligible"":true,""expected_total_cost"":0.020327599999999998,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,sensitivity_only
swebench_django__django-11133_step_8,swebench,code_swe,django__django-11133,8,0.8,low,0,0.0,low,demo-economy,1.0,1.0,0.0005551,0.0005651,0.0212012,0.0206361,mid,selected the lowest expected-total-cost tier among 4 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0005551,""eligible"":true,""expected_total_cost"":0.0005651,""model_id"":""demo-economy"",""predicted_sufficiency"":1.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.00206885,""eligible"":true,""expected_total_cost"":0.00207885,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0069221000000000005,""eligible"":true,""expected_total_cost"":0.0069321,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0211912,""eligible"":true,""expected_total_cost"":0.0212012,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,sensitivity_only
swebench_django__django-11999_step_1,swebench,code_swe,django__django-11999,1,0.8,mid,1,0.3333333333333333,mid,demo-value,1.0,1.0,0.0009096500000000001,0.0009196500000000002,0.010602799999999999,0.009683149999999998,mid_high,selected the lowest expected-total-cost tier among 3 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.0002239,""eligible"":false,""expected_total_cost"":0.02119355,""model_id"":""demo-economy"",""predicted_sufficiency"":0.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0009096500000000001,""eligible"":true,""expected_total_cost"":0.0009196500000000002,""model_id"":""demo-value"",""predicted_sufficiency"":1.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0032789,""eligible"":true,""expected_total_cost"":0.0032889,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0105928,""eligible"":true,""expected_total_cost"":0.010602799999999999,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,sensitivity_only
swebench_django__django-11999_step_2,swebench,code_swe,django__django-11999,2,0.8,mid_high,2,0.6666666666666666,mid_high,demo-premium,1.0,1.0,0.0033878000000000003,0.0033978000000000003,0.0109196,0.0075217999999999995,high,selected the lowest expected-total-cost tier among 2 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.00023380000000000002,""eligible"":false,""expected_total_cost"":0.0212381,""model_id"":""demo-economy"",""predicted_sufficiency"":0.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.0009442999999999999,""eligible"":false,""expected_total_cost"":0.024422100000000002,""model_id"":""demo-value"",""predicted_sufficiency"":0.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0033878000000000003,""eligible"":true,""expected_total_cost"":0.0033978000000000003,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0109096,""eligible"":true,""expected_total_cost"":0.0109196,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,sensitivity_only
swebench_django__django-11999_step_3,swebench,code_swe,django__django-11999,3,0.8,high,3,1.0,high,demo-frontier,1.0,1.0,0.011258400000000002,0.011268400000000001,0.011268400000000001,0.0,,selected the lowest expected-total-cost tier among 1 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.00024470000000000004,""eligible"":false,""expected_total_cost"":0.02128715,""model_id"":""demo-economy"",""predicted_sufficiency"":0.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.00098245,""eligible"":false,""expected_total_cost"":0.02458015,""model_id"":""demo-value"",""predicted_sufficiency"":0.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.0035077,""eligible"":false,""expected_total_cost"":0.0348961,""model_id"":""demo-premium"",""predicted_sufficiency"":0.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.011258400000000002,""eligible"":true,""expected_total_cost"":0.011268400000000001,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,sensitivity_only
swebench_django__django-11999_step_4,swebench,code_swe,django__django-11999,4,0.8,mid_high,2,0.6666666666666666,mid_high,demo-premium,1.0,1.0,0.0038223000000000003,0.0038323000000000003,0.0121836,0.008351299999999999,high,selected the lowest expected-total-cost tier among 2 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.00027330000000000003,""eligible"":false,""expected_total_cost"":0.02141585,""model_id"":""demo-economy"",""predicted_sufficiency"":0.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.00108255,""eligible"":false,""expected_total_cost"":0.024994850000000002,""model_id"":""demo-value"",""predicted_sufficiency"":0.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0038223000000000003,""eligible"":true,""expected_total_cost"":0.0038323000000000003,""model_id"":""demo-premium"",""predicted_sufficiency"":1.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.0121736,""eligible"":true,""expected_total_cost"":0.0121836,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,sensitivity_only
swebench_django__django-11999_step_5,swebench,code_swe,django__django-11999,5,0.8,high,3,1.0,high,demo-frontier,1.0,1.0,0.013360799999999999,0.013370799999999999,0.013370799999999999,0.0,,selected the lowest expected-total-cost tier among 1 tiers meeting conservative quality >= 0.80,"[{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.00031039999999999996,""eligible"":false,""expected_total_cost"":0.0215828,""model_id"":""demo-economy"",""predicted_sufficiency"":0.0,""tier"":""low""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.0012124000000000002,""eligible"":false,""expected_total_cost"":0.0255328,""model_id"":""demo-value"",""predicted_sufficiency"":0.0,""tier"":""mid""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":0.0,""current_call_cost"":0.0042304,""eligible"":false,""expected_total_cost"":0.037721199999999996,""model_id"":""demo-premium"",""predicted_sufficiency"":0.0,""tier"":""mid_high""},{""applied_uncertainty_penalty"":0.0,""conservative_quality"":1.0,""current_call_cost"":0.013360799999999999,""eligible"":true,""expected_total_cost"":0.013370799999999999,""model_id"":""demo-frontier"",""predicted_sufficiency"":1.0,""tier"":""high""}]",True,sensitivity_only
