instance_id,repo,problem_statement_hash,input_token_count,truncated,p2l_difficulty_primary,p2l_difficulty_neg_median,p2l_difficulty_neg_mean,p2l_beta_spread,beta_min,beta_p10,beta_median,beta_mean,beta_p90,beta_max,eta,p2l_rank,p2l_percentile,p2l_tertile,model_list_revision
astropy__astropy-14365,astropy/astropy,615252d5c44819451977588671ce903d3a21c41a8bf011738e2aee39218d56c6,537,False,0.35384615384615387,-0.2079867571592331,-0.17129956185817719,1.3149174988269805,-1.5178017616271973,-0.49699811935424804,0.2079867571592331,0.17129956185817719,0.8179193794727325,1.562270998954773,-0.18537364900112152,322,0.6432865731462926,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
astropy__astropy-14369,astropy/astropy,005d3d61c2ffbfa601f53125a9fb5271a1a87979977b857204d9f3cf5190fba9,887,False,0.23076923076923078,-0.3723266124725342,-0.3389836549758911,1.2496873259544379,-1.3889825344085693,-0.31702687740325924,0.3723266124725342,0.3389836549758911,0.9326604485511786,1.6998481750488281,-0.489170640707016,153,0.3046092184368738,Easy,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
astropy__astropy-14508,astropy/astropy,d08eb8c70acd4f003f7f477092385046092d36ff4e4155594b286795e7f9cd9f,989,False,0.36153846153846153,-0.20514564216136932,-0.12356425076723099,1.355535012483597,-1.5355815887451172,-0.6253593266010284,0.20514564216136932,0.12356425076723099,0.7301756858825685,1.532738447189331,-0.05698943883180618,336,0.6713426853707415,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
astropy__astropy-14539,astropy/astropy,deeb8ddb329b19eb6de7602db7ffbfb94a0887bedebd68ce49594609b6f4cf1a,529,False,0.34615384615384615,-0.24428388476371765,-0.17433446645736694,1.3547943651676178,-1.5274202823638916,-0.5384418487548828,0.24428388476371765,0.17433446645736694,0.816352516412735,1.4998289346694946,0.0015718815848231316,313,0.625250501002004,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
astropy__astropy-14598,astropy/astropy,5edf1315e9ce360f72c2d3b23f08cdb974a758b64b13a6724236ca5d54beb9a9,1002,False,0.2076923076923077,-0.3834149241447449,-0.35004502534866333,1.3034249991178513,-1.3813155889511108,-0.3010331243276596,0.3834149241447449,0.35004502534866333,1.0023918747901917,1.6622244119644165,-0.17954832315444946,126,0.250501002004008,Easy,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
astropy__astropy-14995,astropy/astropy,2eb1c507dd3ad67acc74872966e4bb5e14d571e20e67f246fc454ed9461f5745,878,False,0.26153846153846155,-0.32584238052368164,-0.2541307210922241,1.2218611270189286,-1.4342108964920044,-0.36517464816570283,0.32584238052368164,0.2541307210922241,0.8566864788532257,1.604803204536438,-0.014364786446094513,186,0.37074148296593185,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
astropy__astropy-7166,astropy/astropy,70c79d6da0284ce81f9e951dbab5c77d94bf8a27cd156f54169b424d75d11e43,45,False,0.2846153846153846,-0.34948861598968506,-0.28703853487968445,1.2136804193258286,-1.4258627891540527,-0.3024192899465561,0.34948861598968506,0.28703853487968445,0.9112611293792725,1.516562819480896,-0.19336406886577606,213,0.4248496993987976,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
astropy__astropy-7336,astropy/astropy,1c51cc8817f7b2f1feb043bdd2a54fcc4f89150dad82c60dbd43f68d1dcdf90d,466,False,0.2692307692307692,-0.34121173620224,-0.2684519290924072,1.2158655017614364,-1.4661483764648438,-0.3548168271780014,0.34121173620224,0.2684519290924072,0.861048674583435,1.5706170797348022,-0.3175080120563507,193,0.3847695390781563,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
astropy__astropy-7606,astropy/astropy,d61965d0866c6a856d68dc4229f873e783399415a60d2a906d7847b777623ddd,344,False,0.36153846153846153,-0.22813528776168823,-0.14990650117397308,1.1655172288417819,-1.4150851964950562,-0.45649766325950625,0.22813528776168823,0.14990650117397308,0.7090195655822755,1.57405424118042,-0.17601606249809265,337,0.6733466933867736,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
astropy__astropy-7671,astropy/astropy,90a901a7b3d510c5fe9317b76fc9f83e883b577de167936d9e76ccbd69677f70,650,False,0.36923076923076925,-0.10302391648292542,-0.05862367898225784,1.3084576070308684,-1.441613793373108,-0.6479296982288361,0.10302391648292542,0.05862367898225784,0.6605279088020325,1.6359021663665771,-0.1951785832643509,346,0.6913827655310621,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
astropy__astropy-8707,astropy/astropy,f7420a19ba5b0c807396a84da376d8303e69ff66d0216c332adf099da589a714,221,False,0.23846153846153847,-0.3831130862236023,-0.3323863446712494,1.2432796865701676,-1.2621783018112183,-0.30271675884723664,0.3831130862236023,0.3323863446712494,0.9405629277229309,1.6497172117233276,-0.07702168822288513,160,0.3186372745490982,Easy,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
astropy__astropy-8872,astropy/astropy,495ed57c2183a49ff489deab1cf1f0a4fafe7e6fad6d6af79a407426de354746,375,False,0.25384615384615383,-0.34117454290390015,-0.2892332673072815,1.1571152001619343,-1.278712272644043,-0.3199609249830246,0.34117454290390015,0.2892332673072815,0.8371542751789097,1.5779995918273926,-0.050519682466983795,173,0.34468937875751504,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-10097,django/django,2288319e7e72693551b8454b5c63f165f23dfb32bc6579ad03602d3cd311bdaa,642,False,0.5076923076923077,0.014419853687286377,0.06175297126173973,1.326388877630234,-1.5895106792449951,-0.7615057945251464,-0.014419853687286377,-0.06175297126173973,0.5648830831050876,1.3357969522476196,-0.16934123635292053,467,0.9338677354709419,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-10554,django/django,2f72fa6137f1d53983cff629a05e06c42a2ad477ea4557746c4688cbd6aeb724,1089,False,0.5230769230769231,0.0038863271474838257,0.12199950963258743,1.1648805201053627,-1.7553660869598389,-0.7881725251674652,-0.0038863271474838257,-0.12199950963258743,0.37670799493789753,1.4174147844314575,-0.06940220296382904,477,0.9539078156312625,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-10880,django/django,d554ba8ef84e2e4dc22c291d413e4cb58070d5d730dae3aca383a4cdb77c20b2,71,False,0.38461538461538464,-0.15798357129096985,-0.10880924016237259,1.233067619800568,-1.5232573747634888,-0.5350546479225159,0.15798357129096985,0.10880924016237259,0.698012971878052,1.5188145637512207,-0.22705572843551636,361,0.7214428857715431,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-10914,django/django,ba101c6d80094fe56bc64d74dcb7efe033a6e0d43dd77e8f00e65806fdbcdb8b,256,False,0.17692307692307693,-0.4990171790122986,-0.4440877437591553,1.3154695957899094,-1.1495444774627686,-0.19234460294246672,0.4990171790122986,0.4440877437591553,1.1231249928474427,1.637255072593689,-0.4377712309360504,75,0.14829659318637275,Easy,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-10973,django/django,bde1c4529fef5d030d1bd73a02e45bdbf9535a3c351aa9a43dba5c8249800271,94,False,0.2076923076923077,-0.46287256479263306,-0.3811914920806885,1.2824541181325912,-1.2202520370483398,-0.26185831725597375,0.46287256479263306,0.3811914920806885,1.0205958008766176,1.568345069885254,-0.3537972867488861,127,0.25250501002004005,Easy,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-10999,django/django,efbac10cda6c1ef780205a8d9fc176b5489d1da8f76d9cbd366ef303052fd8d3,272,False,0.5846153846153846,0.0829615443944931,0.16016322374343872,1.3311537802219398,-1.7139118909835815,-0.9022796809673309,-0.0829615443944931,-0.16016322374343872,0.4288740992546088,1.2997208833694458,-0.05420733243227005,498,0.9959919839679359,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11066,django/django,2c4cbca71895396f6bac73ad9454105f56828f542278e2e927483f6cac599db8,497,False,0.38461538461538464,-0.19158881902694702,-0.12485426664352417,1.2375770688056948,-1.5877535343170166,-0.5183602809906006,0.19158881902694702,0.12485426664352417,0.7192167878150942,1.368500828742981,-0.07947483658790588,362,0.7234468937875751,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11087,django/django,9bd93972a91db1ad0e44e65720dd0f36f000de6264e770ffdaaeb06996a338f3,3307,False,0.35384615384615387,-0.24126820266246796,-0.13626715540885925,1.3002097666263581,-1.4022493362426758,-0.5101602017879486,0.24126820266246796,0.13626715540885925,0.7900495648384096,1.3919702768325806,-0.33549177646636963,323,0.6452905811623246,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11095,django/django,0564572e65282f6920d43eaaa77ae7b103eec95b435aa1ba183d7daa32b9e83d,105,False,0.3153846153846154,-0.29101306200027466,-0.19176949560642242,1.17378711104393,-1.475820541381836,-0.39876651167869565,0.29101306200027466,0.19176949560642242,0.7750205993652344,1.4431705474853516,-0.056211259216070175,256,0.5110220440881763,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11099,django/django,b0526bc6d9268fe373bf624621c8d5f560fc6b0ffae7e64b460d84f6726f3ed5,202,False,0.4846153846153846,-0.017057493329048157,0.02167053334414959,1.2676022946834564,-1.5187711715698242,-0.7081651210784912,0.017057493329048157,-0.02167053334414959,0.5594371736049654,1.343583583831787,-0.04524087905883789,452,0.9038076152304609,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11119,django/django,264fad964e8d5a49cd04509eb503175aed31535e29c9262cb9eee4b251192728,109,False,0.4,-0.1283857822418213,-0.09489312767982483,1.2669636189937594,-1.513779878616333,-0.5468403875827789,0.1283857822418213,0.09489312767982483,0.7201232314109804,1.6207634210586548,-0.25057920813560486,375,0.749498997995992,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11133,django/django,a7f427b7eb3f746b6985030b467a99099e6e3453319297a41e35effa7c32b8ed,227,False,0.13846153846153847,-0.5537492632865906,-0.5081310272216797,1.1614865601062776,-1.1890524625778198,-0.09407196640968321,0.5537492632865906,0.5081310272216797,1.0674145936965944,1.6850987672805786,-0.12425029277801514,21,0.04008016032064128,Easy,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11138,django/django,b33c129178156fdb6d35f4d406ac6090bc6fbb7b220893ec068c0d76d7bca1ea,1102,False,0.3,-0.2864496111869812,-0.2014787346124649,1.2069472819566727,-1.4487431049346924,-0.43587504923343656,0.2864496111869812,0.2014787346124649,0.7710722327232362,1.3464014530181885,-0.24093925952911377,238,0.4749498997995992,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11141,django/django,f7a89b6c259b982bea8f5247ea54ad080dd4d3b5a7a559662b13928218ef6d94,203,False,0.34615384615384615,-0.20844726264476776,-0.16323815286159515,1.307565200328827,-1.4074132442474365,-0.5240832686424255,0.20844726264476776,0.16323815286159515,0.7834819316864015,1.5046577453613281,-0.2930424213409424,314,0.627254509018036,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11149,django/django,06f935b0cc647735e6955439f0cdd900198152c69bf75dc8f9af4673d0bc3f2b,230,False,0.36923076923076925,-0.20651012659072876,-0.12450850754976273,1.2358699977397924,-1.418455719947815,-0.517055082321167,0.20651012659072876,0.12450850754976273,0.7188149154186254,1.4244791269302368,-0.008672503754496574,347,0.6933867735470942,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11163,django/django,8dbd8cae38c3a82b681a79bdfe8ffaa78aa6f1fad9744a1ca197f90265e5c80b,119,False,0.4461538461538462,-0.06374628096818924,-0.00795937329530716,1.2036506295204163,-1.492896556854248,-0.6187742948532104,0.06374628096818924,0.00795937329530716,0.584876334667206,1.3165476322174072,0.15144285559654236,432,0.8637274549098196,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11179,django/django,9f6cb755dfdc0db5536cba40dae20c41d4750fd6a87acc18677c929ca896d136,81,False,0.3076923076923077,-0.27678370475769043,-0.21557840704917908,1.195686560869217,-1.408199667930603,-0.41803352236747743,0.27678370475769043,0.21557840704917908,0.7776530385017397,1.539265751838684,-0.1298922598361969,247,0.49298597194388777,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11206,django/django,ee97fdc81bae9d09d812606706e4594d671418a6b4ece0d0e649518e4b915e07,194,False,0.3384615384615385,-0.2239753007888794,-0.1620735228061676,1.2812561839818954,-1.530684232711792,-0.5000874191522598,0.2239753007888794,0.1620735228061676,0.7811687648296357,1.396895408630371,-0.1680489182472229,288,0.5751503006012024,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11211,django/django,658b186e181f63e4cf92e146a414b8f30b0fc898e5bb698a7a45bcd900fce010,287,False,0.2846153846153846,-0.3364613354206085,-0.24679791927337646,1.1737686425447464,-1.2228647470474243,-0.3578071266412735,0.3364613354206085,0.24679791927337646,0.8159615159034729,1.369523286819458,-0.13098594546318054,214,0.42685370741482964,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11239,django/django,4f06ccec412dfd622e67248f35d24c93d00bfb755849a39f958b4e806969b86f,348,False,0.36153846153846153,-0.1653853952884674,-0.10410848259925842,1.1916809678077702,-1.626052975654602,-0.5386879980564118,0.1653853952884674,0.10410848259925842,0.6529929697513585,1.535470724105835,-0.20555326342582703,338,0.6753507014028056,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11265,django/django,6186de491ef0cfc65eab80595ae1e2d5e8746e2b5751fc5e39bc75b293bbaa3c,1429,False,0.49230769230769234,-0.014406472444534302,0.07815051823854446,1.1331295639276506,-1.63369619846344,-0.666776704788208,0.014406472444534302,-0.07815051823854446,0.46635285913944247,1.2608468532562256,-0.10449899733066559,455,0.9098196392785571,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11276,django/django,eb475bff9bea96bffba03eee2d2d0b4e1b494afe04343176f8200a97e32077c8,308,False,0.4461538461538462,-0.05221160501241684,-0.006281636189669371,1.2954716920852665,-1.566361904144287,-0.6488906383514405,0.05221160501241684,0.006281636189669371,0.6465810537338259,1.360813856124878,-0.27588093280792236,433,0.8657314629258517,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11292,django/django,6fdf22f6653877da6f205b4a51557ccc30e14866d85c33a67657a29deb7194b1,84,False,0.19230769230769232,-0.5060508251190186,-0.4381678104400635,1.2054769501090052,-1.1072314977645874,-0.1557461008429527,0.5060508251190186,0.4381678104400635,1.0497308492660526,1.6744780540466309,-0.43698564171791077,101,0.20040080160320642,Easy,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11299,django/django,97b5f134c36100595809297bfa1c1ce5948944ca8c384e47b2b9df33fb94089c,906,False,0.45384615384615384,-0.05029720067977905,-0.004656241275370121,1.1226500153541572,-1.6847057342529297,-0.5857800483703614,0.05029720067977905,0.004656241275370121,0.5368699669837957,1.439993143081665,-0.1372351199388504,436,0.8717434869739479,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11333,django/django,46c75805409021e7df849f3ee81081ba222cd9ceac4020e5a956be44df192d5d,388,False,0.36153846153846153,-0.15031646192073822,-0.11019778996706009,1.327287805080414,-1.5773160457611084,-0.6348213195800781,0.15031646192073822,0.11019778996706009,0.6924664855003358,1.4702781438827515,-0.40671953558921814,339,0.6773547094188377,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11400,django/django,3add264d5b3fc0e287b7bfe3c5b1179263d4a811de6caeb2a739b918bb049a21,217,False,0.45384615384615384,-0.09759092330932617,-0.010958543047308922,1.2663325846195221,-1.5958166122436523,-0.6669817924499511,0.09759092330932617,0.010958543047308922,0.599350792169571,1.4002690315246582,-0.13757549226284027,437,0.87374749498998,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11433,django/django,65f0d2e3b24ac4220baeebaf2adbdb8124d975a8ea8397a95a0054bae9b585b7,162,False,0.2923076923076923,-0.33555492758750916,-0.26089391112327576,1.2064790040254596,-1.3943482637405396,-0.3364555865526199,0.33555492758750916,0.26089391112327576,0.8700234174728397,1.560551404953003,-0.3340204358100891,224,0.4468937875751503,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11451,django/django,3b394ef33a4c2eb7541dfa1eb6dd8672bd86a4de24b7c674cccf909c32b1f346,534,False,0.35384615384615387,-0.18766248226165771,-0.1401619017124176,1.1530534029006962,-1.43100905418396,-0.4545184075832367,0.18766248226165771,0.1401619017124176,0.6985349953174596,1.2672688961029053,0.06238090619444847,324,0.6472945891783567,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11477,django/django,e6f1734b2127e19740523521d8c2a947f81cb3b7f7bbe51fd8550374fd580d9b,54,False,0.25384615384615383,-0.3580330014228821,-0.27831313014030457,1.1178197205066684,-1.289017677307129,-0.295856899023056,0.3580330014228821,0.27831313014030457,0.8219628214836125,1.5217704772949219,-0.24156294763088226,174,0.3466933867735471,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11490,django/django,3e617e299646332b07e60d86867a3c5246fd7fd6cf0263a94ae5585f0fd30d00,160,False,0.4153846153846154,-0.10769405961036682,-0.09656328707933426,1.1591776371002198,-1.5692760944366455,-0.5225613474845886,0.10769405961036682,0.09656328707933426,0.6366162896156312,1.4224079847335815,0.07246746122837067,396,0.7915831663326653,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11532,django/django,55f341608fd38b10a968d018743892b2ae8828db032984dc7c105f6679eb65c7,898,False,0.5153846153846153,0.04451890289783478,0.10299160331487656,1.234023249149323,-1.776070237159729,-0.7504807472229004,-0.04451890289783478,-0.10299160331487656,0.4835425019264226,1.3636822700500488,-0.06301586329936981,473,0.9458917835671342,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11551,django/django,cd027addb8154f7cfea79bc2b15dede0f5147436aee168f548dcbbe233ccdecb,1501,False,0.4230769230769231,-0.07899889349937439,-0.021992051973938942,1.2581238925457003,-1.499760627746582,-0.6579385101795197,0.07899889349937439,0.021992051973938942,0.6001853823661807,1.4182991981506348,-0.1454898715019226,406,0.811623246492986,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11555,django/django,7ee01f2d7d71129328901b610c75e815c7dfb7ddd1ca605d87d8d02ba6851d1c,180,False,0.1076923076923077,-0.5219250321388245,-0.5534214973449707,1.2221036076545717,-1.0094588994979858,-0.012591898441314673,0.5219250321388245,0.5534214973449707,1.209511709213257,1.7325106859207153,-0.5111002922058105,4,0.006012024048096192,Easy,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11603,django/django,cc6c06c69faae4c8e525b22f032272081f2dbc5d7d732f3589ca3f5723a0215b,99,False,0.25384615384615383,-0.3282352685928345,-0.2803998589515686,1.268579062819481,-1.2879939079284668,-0.3636104553937912,0.3282352685928345,0.2803998589515686,0.90496860742569,1.6107985973358154,-0.39952778816223145,175,0.3486973947895792,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11728,django/django,92e9410d9f1fe201c108b695ddfe9c121a14eff902d41f154f2982ad5ce6d6c7,139,False,0.4,-0.10271081328392029,-0.06374765932559967,1.2113352358341225,-1.4196534156799316,-0.5768197119235993,0.10271081328392029,0.06374765932559967,0.6345155239105231,1.3431166410446167,-0.09468867629766464,376,0.751503006012024,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11734,django/django,b51d07c9174dd7bef00b07bb42a728e48a83131a9a9b752fa99f6eb5ef0c76cc,286,False,0.4153846153846154,-0.12674133479595184,-0.052925970405340195,1.1501415848731995,-1.6218204498291016,-0.5578425109386445,0.12674133479595184,0.052925970405340195,0.592299073934555,1.372344970703125,-0.08976276963949203,397,0.7935871743486974,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11740,django/django,e957578643e3473772f3962d3350cf65879725d62c071efa6b97fc4fda1f7d27,613,False,0.3384615384615385,-0.23497211933135986,-0.18406014144420624,1.359370428323746,-1.4364718198776245,-0.5023862659931183,0.23497211933135986,0.18406014144420624,0.8569841623306276,1.3719515800476074,-0.1192173957824707,289,0.5771543086172345,Medium,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11749,django/django,43e20ff7e1fecc7bc072098091cafb2d1c078428917e0a43b182ef78cecccecb,342,False,0.43846153846153846,-0.10000717639923096,-0.02227565459907055,1.1947525560855867,-1.6003613471984863,-0.6222373247146606,0.10000717639923096,0.02227565459907055,0.572515231370926,1.2492949962615967,0.024177884683012962,423,0.845691382765531,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11790,django/django,4482bb11e178b43b0d8d59d373ea8ed2631996c27f7ec51d89d65dad47ab37cb,171,False,0.4153846153846154,-0.10422383248806,-0.058748550713062286,1.3199301600456241,-1.5420141220092773,-0.6585430264472961,0.10422383248806,0.058748550713062286,0.661387133598328,1.4061087369918823,-0.04582228511571884,398,0.7955911823647295,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
django__django-11815,django/django,e022afa957e8b3db88243013133760019ad87c3d207851d0da7af9fdd8483efd,413,False,0.46153846153846156,-0.06259249895811081,-0.0014372458681464195,1.2345528423786165,-1.6308083534240723,-0.6576315402984619,0.06259249895811081,0.0014372458681464195,0.5769213020801546,1.3677759170532227,0.05504291504621506,441,0.8817635270541082,Hard,7a4e145dbbe841b986d570e5be36fd634f7451f9f0676599cf465cac32601e52
